seller-sku	asin1	price	quantity
DCG010120117	B07P57WHST	40.04	30
DCG01012012	B00N42NQ20	108.94	25
DCG01012013	B00OBZVI1U	73.16	30
DCG01012014	B00OKL3SWW	54.31	30
DCG01012015	B00Q5IETCG	30.84	30
DCG01012016	B00T8K9Z1S	88.7	30
DCG01012017	B00TT4SWDA	69.51	30
DCG01012018	B00VATF7IK	35.29	30
DCG01012019	B012AE6HPA	71.8	30
DCG0101202	B005FO2L76	27.62	22
DCG01012020	B012AEXQF4	38.2	30
DCG01012022	B017QHUQTE	70.63	30
DCG01012023	B017QHUR16	68.4	26
DCG01012024	B017X7D108	32.28	28
DCG01012025	B01DISAZWS	27.92	20
DCG01012027	B01FJR7LS2	35.74	30
DCG0101203	B005MVRBN6	40.68	30
DCG01012034	B01M2A837I	41.71	26
DCG01012035	B01M2DHMC9	87.82	30
DCG01012036	B01MFHASS5	37.88	30
DCG01012037	B01MRTEB5H	36.38	30
DCG01012038	B01MSV2KHA	51.06	21
DCG01012041	B01MU43DFI	33	30
DCG01012043	B01MXHS93H	82.94	22
DCG01012044	B01MYPUT7V	32.18	30
DCG01012045	B01N0YMJW9	40.1	20
DCG01012047	B01N3ZVC4N	32.26	30
DCG01012050	B06WLM6N95	81.84	30
DCG01012051	B06XDLNB5H	57.2	22
DCG01012052	B06XPGJW2Q	65.61	30
DCG01012053	B06XQL4Y5Z	67.6	30
DCG01012055	B06XX297SZ	84.65	30
DCG01012056	B071ZV75QL	34.8	30
DCG01012058	B07338J9PG	36.71	30
DCG0101206	B00DU68RQ0	32.54	30
DCG01012061	B075V29CTL	33.36	20
DCG01012062	B0763B1LNP	42.5	30
DCG01012065	B0774KFKWW	30.59	22
DCG01012067	B077S983PV	36.74	30
DCG01012069	B077WQR5FL	42.09	30
DCG0101207	B00EMGXQPY	34.49	30
DCG01012070	B077Z881T5	42.05	30
DCG01012072	B078NX32W8	52.81	30
DCG01012074	B07932KPKG	33.01	30
DCG0101208	B00H20V6L8	38.2	30
DCG01012081	B07CG9DK17	34.97	22
DCG01012084	B07DF6QGRZ	36.16	30
DCG01012086	B07DHCVWYT	28.64	30
DCG01012087	B07DL1TL4V	51.25	30
DCG01012089	B07DWRK51K	64.98	30
DCG01012092	B07GH5YJV2	42.03	30
DCG01012095	B07HB8ZRTY	71.56	30
DCG01012097	B07HJ1XH2G	36.18	18
DCG01012098	B07HNZRTXQ	29.15	13
DCG01012099	B07JL7CZMM	40.24	30
DCG010220-111	B01I7CEHWE	27.72	30
DCG010220-114	B06X97ZMPD	28.45	30
DCG010220-116	B0725JCT5Y	39.67	30
DCG010220-117	B074P3YDYN	25.69	16
DCG010220-120	B07639MQGB	37.35	30
DCG010220-121	B076Z4S98M	33.57	30
DCG010220-122	B078ZDL2TC	33.45	23
DCG010220-125	B07BK9D89N	70.93	30
DCG010220-128	B07CKKF3ZG	27.48	21
DCG010220-129	B07DGBBWGD	35.52	30
DCG010220-13	B009YN1K7G	23.89	30
DCG010220-132	B07F7LKF6Z	39.1	30
DCG010220-133	B07FLZKV1N	21.64	26
DCG010220-134	B07FR5Y7LR	39.1	30
DCG010220-135	B07FS9GGCS	27.34	18
DCG010220-139	B07GZP969L	26.51	30
DCG010220-140	B07HHK357S	30.25	30
DCG010220-141	B07HJF6JYQ	28.52	30
DCG010220-142	B07KGKHXXR	29.38	19
DCG010220-143	B07L9VF3W1	24.87	30
DCG010220-144	B07LBP2HRB	24.61	30
DCG010220-145	B07LF29NCC	38.08	26
DCG010220-17	B00EQK4PI8	30.88	30
DCG010220-18	B00I7IP0VQ	36.05	30
DCG010220-19	B00RVUGWD6	38.35	30
DCG010220-21	B0143YQHJ6	31.75	30
DCG010220-24	B01KMMYQLO	37.96	20
DCG010220-28	B07K1SVVFQ	34.24	30
DCG010220-312	B01HQ437BG	67.2	30
DCG010220-313	B01HTKIO3I	27	30
DCG010220-324	B074HFNS9B	32.88	30
DCG010220-326	B074PNXCS7	34.71	30
DCG010220-333	B07C9RW9LJ	23.72	30
DCG010220-334	B07CKGTB4M	62.61	30
DCG010220-34	B00C28SFAU	32.98	30
DCG010220-342	B07HB8RJD4	35.29	30
DCG010220-343	B07HD2TZ2M	33.62	30
DCG010220-344	B07HGWFBTV	48.01	30
DCG010220-35	B0122P04M4	28.78	30
DCG010220-351	B07MY7XVB1	22.96	30
DCG010220-353	B07NQPZF3T	57.21	30
DCG010220-356	B07PJXPRB2	82.6	30
DCG010220-36	B019CEWA9S	50.25	30
DCG010220-410	B06XKWTPDX	69.15	30
DCG010220-412	B071KVST2T	61.52	19
DCG010220-414	B073RS4BVR	84.31	20
DCG010220-416	B075TXBPPH	35.38	30
DCG010220-418	B0769DSY7L	43.99	30
DCG010220-423	B07FD5LNH4	104.52	30
DCG010220-427	B07G7YYK1M	58.66	30
DCG010220-43	B016EHA0AC	34.91	30
DCG010220-430	B07GNWSMJW	70.61	30
DCG010220-431	B07GQYX8FD	56.99	30
DCG010220-433	B07H7HC2MN	86.29	30
DCG010220-434	B07H8VDNB9	108.19	20
DCG010220-438	B07HVQW6GB	89.45	30
DCG010220-439	B07J43WG72	28.6	30
DCG010220-440	B07J6QQHW7	91.06	30
DCG010220-441	B07JBKDXHN	47.34	30
DCG010220-443	B07KR5PQBB	32.66	20
DCG010220-445	B07L4JKVL9	41.59	30
DCG010220-448	B07M8LPSV9	30.27	30
DCG010220-45	B01LXJ05ME	40.52	30
DCG010220-450	B07MM15LKY	74.67	30
DCG010220-452	B07N2VZGYH	62.93	30
DCG010220-47	B01N8U52XI	79.32	30
DCG010220-513	B071W8J765	219.17	30
DCG010220-516	B073VK9W4Q	90.52	30
DCG010220-521	B0756J2Y56	65.74	27
DCG010220-525	B0796S2CLC	37.35	20
DCG010220-527	B07BBJTTPL	41.87	30
DCG010220-529	B07BMR178J	30.41	30
DCG010220-53	B00L4HW56K	39.98	15
DCG010220-535	B07DHK75ZQ	169.6	30
DCG010220-54	B00L8C290S	80.98	30
DCG010220-541	B07FDPFZ55	73.64	30
DCG010220-543	B07FF8RV8V	36.38	30
DCG010220-546	B07G7MQHG1	36.47	30
DCG010220-547	B07GBJGCMN	55.49	30
DCG010220-548	B07GCD2KSY	37.35	30
DCG010220-549	B07GTK3VJZ	61.16	30
DCG010220-55	B00PLMOO86	33.82	30
DCG010220-550	B07H3SGCQ1	66.72	30
DCG010220-552	B07HBNNYJK	112.44	20
DCG010220-555	B07JMBRF5X	41.21	30
DCG010220-566	B07MB8XFCC	40.02	30
DCG010220-567	B07MDB7K1V	69.28	30
DCG010220-569	B07MM9C7C1	33.18	30
DCG010220-57	B01MU67PAI	28.41	30
DCG010220-570	B07MRJGYTR	58.96	30
DCG010220-572	B07N6NFLCQ	68.71	30
DCG010220-574	B07P6B9436	186.82	30
DCG010220-575	B07PCLZJD8	58.34	20
DCG010220-614	B01KR2QXFQ	62.05	30
DCG010220-617	B01M6CW53D	81.21	30
DCG010220-625	B071FT2NC7	28.74	20
DCG010220-628	B073RGFMX4	39.59	30
DCG010220-630	B073V5HPCJ	34.8	30
DCG010220-64	B00LMMCVZC	43.34	30
DCG010220-645	B0778SG8F7	490.4	30
DCG010220-649	B0783NPTQX	53.18	13
DCG010220-65	B00LS9UD2M	32.94	30
DCG010220-650	B0787MY9GH	51.61	22
DCG010220-654	B07C7QZNF1	57.48	30
DCG010220-656	B07D6Z12V8	50.58	20
DCG010220-657	B07D8YHV75	40.02	29
DCG010220-660	B07GPXS48J	31.14	30
DCG010220-662	B07GX59RDL	89.87	30
DCG010220-666	B07HGRY1HR	32.67	30
DCG010220-667	B07HHH6QR2	78.94	18
DCG010220-67	B0103X3RF8	88.19	30
DCG010220-670	B07J6FJLP5	43.19	30
DCG010220-673	B07JQVCBB3	43.34	30
DCG010220-678	B07KCCW2MX	71.64	30
DCG010220-679	B07KF2RPWH	94.73	30
DCG010220-681	B07KGL2GS1	54.44	30
DCG010220-683	B07LDNYPR7	24.86	30
DCG010220-684	B07M642S5Y	64.67	30
DCG010220-685	B07MC2RQ6X	59.84	30
DCG010220-687	B07MDY9M5L	28.08	30
DCG010220-691	B07NGMSKBW	34.55	30
DCG010220-712	B01MSMDO3K	30.73	30
DCG010220-713	B01MUQTEET	178.6	30
DCG010220-715	B01NAQ1YPZ	186.95	30
DCG010220-716	B06WGQXP2P	85.94	30
DCG010220-720	B0719HKV7K	85.69	30
DCG010220-721	B071DX8C5Q	27.67	30
DCG010220-722	B073GLB5DV	59.86	30
DCG010220-723	B074RBM8TJ	36.22	30
DCG010220-726	B077FNFZWR	63.25	22
DCG010220-730	B079993C5Q	42.94	30
DCG010220-731	B079BCTD1N	134.12	27
DCG010220-732	B07BDMVT2X	34.52	30
DCG010220-733	B07BRH5GVL	182.71	30
DCG010220-737	B07FCRQGDW	354.92	30
DCG010220-738	B07FKWS42M	86.26	24
DCG010220-739	B07G59K8YJ	81.15	12
DCG010220-74	B00U6TZJEC	644.38	23
DCG010220-741	B07GYQDPHF	52.07	30
DCG010220-742	B07GZK4B4L	32.47	21
DCG010220-743	B07H27285F	56.86	25
DCG010220-745	B07HN24CX4	92.81	20
DCG010220-746	B07HQDMBT7	36.38	30
DCG010220-748	B07JHXYTHJ	417.08	30
DCG010220-75	B017W499SU	35.79	30
DCG010220-750	B07JX6MCWW	233.73	30
DCG010220-758	B07MVMQ83G	162.12	14
DCG010220-759	B07MWF8N5Y	50.67	30
DCG010220-760	B07MZMWMVC	30.96	30
DCG010220-762	B07P472DN2	42.12	30
DCG010220-763	B07P9TVZH7	55.54	30
DCG010220-765	B07PGX5F6P	88.08	30
DCG010220-77	B01CDXX09O	34.51	30
DCG010220-78	B01CU4SIPC	122.06	17
DCG010220-79	B01KKMD6UI	89.39	30
DCG010220-810	B018T3WE1M	33.09	30
DCG010220-813	B01GA5ZGU2	37.24	30
DCG010220-82	B002H0LC2Q	145.83	30
DCG010220-820	B06XQFHBQG	26.52	30
DCG010220-824	B072PRZM5M	30.68	30
DCG010220-829	B075189LSQ	56.46	30
DCG010220-833	B078732BHK	54.98	30
DCG010220-837	B0793KTT6X	42.83	20
DCG010220-841	B07B7JTK1V	69.29	30
DCG010220-842	B07BKNFVLP	61.89	30
DCG010220-846	B07D3K1YCK	39.21	20
DCG010220-851	B07GNP22KR	36.32	30
DCG010220-852	B07GXDQWZB	69.08	30
DCG010220-853	B07H32Y7XM	94.47	30
DCG010220-856	B07JHTRVKC	34.61	30
DCG010220-857	B07JW5YJ1N	64.87	30
DCG010220-86	B013FKICJC	56.18	30
DCG010220-861	B07KBSD7YQ	81.46	30
DCG010220-865	B07L17QCGJ	63.66	30
DCG010220-867	B07L4PBKMD	38.53	30
DCG010220-870	B07MKQF1XN	69.88	30
DCG010220-871	B07MN8SWH2	72.4	30
DCG010220-874	B07NLDD5KS	36.67	30
DCG010220-912	B018GMKXOG	76.82	30
DCG010220-914	B01HSEP8EI	77.96	30
DCG010220-916	B01M0PFM8J	42.99	25
DCG010220-918	B01MQLOMO4	29.4	30
DCG010220-92	B003DBGUCA	31.58	30
DCG010220-922	B06XBT8XYC	100.82	30
DCG010220-924	B06XRT2513	38.66	30
DCG010220-926	B071G2RSZF	56.31	20
DCG010220-927	B071G6RDSY	74.89	30
DCG010220-928	B072YXZ9BQ	33.13	30
DCG010220-930	B073PLLMQX	35.34	30
DCG010220-932	B0748C5JPL	32.35	30
DCG010220-934	B075671KRW	69.12	30
DCG010220-94	B00HR0I7XS	37.84	30
DCG010220-944	B07CQDLRJM	58.78	20
DCG010220-946	B07D3SFKCF	40.24	30
DCG010220-949	B07DNQ8RXM	115.16	30
DCG010220-952	B07FNC6N1L	60.69	30
DCG010220-957	B07HPGF45J	101.43	30
DCG010220-958	B07J5JSWTK	32.11	30
DCG010220-96	B00QXYZZ52	34.01	30
DCG010220-966	B07MXRXC31	64.21	30
DCG010220-968	B07NP8J83T	37.32	30
DCG010220-98	B00S5N4F6O	57.06	30
DCG01022011	B071SFVFVR	99.04	22
DCG01022015	B075Q9C98Y	40.72	30
DCG01022016	B0764GHDNC	27.05	30
DCG01022017	B076KSTF3J	36.61	30
DCG01022018	B0773QMKP2	68.04	25
DCG01022023	B07D23W9Z3	36.27	25
DCG01022027	B07F7KX35M	32.2	30
DCG01022029	B07FZVLZ22	33.43	30
DCG01022030	B07GLQQDQ3	51.25	30
DCG01022033	B07JG3Q6MR	51.05	30
DCG01022034	B07JPZ1NQD	38.34	30
DCG01022036	B07KFNSK9Y	42.43	30
DCG01022037	B07KRYZVS9	36.23	16
DCG01022038	B07LD4NWBZ	42.37	27
DCG0102204	B00NJAYM5M	37.83	30
DCG01022042	B07NH99H37	47	30
DCG0102208	B01JF9XPUI	64.89	21
DCG010320-1-11	B00KYU1NK2	31.95	30
DCG010320-1-12	B00VZD82BK	48.51	30
DCG010320-1-16	B01LYBGM1I	37.28	30
DCG010320-1-210	B07KXNPJKB	39.9	30
DCG010320-1-212	B07P81C47R	91.17	19
DCG010320-1-24	B06XFVSCC4	42.13	20
DCG010320-1-25	B07DPK69ZN	57.26	30
DCG010320-1-26	B07FKB1MGQ	41.22	30
DCG010320-1-310	B076PRB6VW	25.34	30
DCG010320-1-314	B07BYBG5JL	34.15	15
DCG010320-1-317	B07C4566B7	83.9	30
DCG010320-1-318	B07D686XWF	37.18	25
DCG010320-1-320	B07F7H6BN2	49.71	30
DCG010320-1-321	B07F8X57SS	36.9	27
DCG010320-1-322	B07GBVX157	27.99	30
DCG010320-1-324	B07H81R1C9	34.6	30
DCG010320-1-328	B07MP69LJ1	24.79	30
DCG010320-1-34	B00997TZVK	26.54	30
DCG010320-1-39	B01M2VH074	44.65	28
DCG010320-110	B079DX3N5F	34.17	30
DCG010320-111	B079WY8173	26.57	30
DCG010320-112	B079X2RP1Y	34.81	16
DCG010320-114	B07F214R6T	32.43	30
DCG010320-115	B07G99YYTV	64.95	17
DCG010320-119	B07JVMKXY2	46.78	30
DCG010320-120	B07KVQPYYY	65.52	30
DCG010320-123	B07M83J3NM	32.39	30
DCG010320-124	B07MMV12GB	29.25	30
DCG010320-14	B07464RWM4	62.85	30
DCG010320-15	B074J8YFNY	46.49	30
DCG010320-16	B074KTHX2L	40.23	30
DCG010320-18	B075PW93YY	30.74	30
DCG010320-19	B078SRY7F4	34.28	22
DCG010320-212	B016P4L7G0	32.45	12
DCG010320-213	B01KOBFF9A	51.04	20
DCG010320-214	B01N9TRKOT	133.54	30
DCG010320-215	B06X95G2DC	78.8	30
DCG010320-216	B071WB1VD2	73.32	23
DCG010320-217	B0775XJZQJ	29.02	30
DCG010320-218	B0776BGMWP	42.2	30
DCG010320-219	B077RSJGB7	33.81	30
DCG010320-22	B001LZR2L8	96.47	24
DCG010320-222	B07CLJPMW7	39.17	30
DCG010320-223	B07DK7VJ9Z	40.43	30
DCG010320-225	B07HD7DNPZ	34.89	30
DCG010320-226	B07HHT5BFC	85.12	30
DCG010320-229	B07KBQ7BMN	61.56	30
DCG010320-23	B002V0GRLS	43.17	30
DCG010320-230	B07KJQGK3G	24.96	30
DCG010320-231	B07M82G7G3	31.31	30
DCG010320-232	B07MG6YMHR	26.42	30
DCG010320-233	B07MTNP83W	131.49	30
DCG010320-235	B07NV4DGDQ	38.36	30
DCG010320-27	B00EBY6D4S	32.84	19
DCG010320-28	B00IUPHCHQ	77.29	30
DCG010320-313	B07L6QLYBZ	38.94	30
DCG010320-314	B07N46JSTC	79.06	20
DCG010320-32	B01928DJL2	36.12	30
DCG010320-33	B01DB1Z43M	32.64	28
DCG010320-34	B01MDJNT77	51.39	30
DCG010320-35	B075N3NKDX	45.63	30
DCG010320-36	B07DXMRXG9	44.45	30
DCG010320-38	B07GDNTZ1N	29.43	26
DCG010320-41	B00JFEL6ZU	36.95	30
DCG010320-416	B07DJYMF73	56.6	30
DCG010320-417	B07DPCRP79	42.35	30
DCG010320-424	B07L6CJ5CC	61.07	30
DCG010320-425	B07M8W4S9G	102.98	28
DCG010320-47	B01K1DYSBW	44.81	21
DCG010320-48	B01KQC99LM	44.84	30
DCG010320-49	B01N5SCM4X	54.38	22
DCG010320-51	B0047QSPVO	36.82	30
DCG010320-510	B01CB808UU	38.71	19
DCG010320-511	B01CP0TV1G	37.92	30
DCG010320-516	B071947P2B	64.91	30
DCG010320-519	B073Y6WSCS	93.87	20
DCG010320-52	B004IMLZAU	40.38	20
DCG010320-520	B0756SFLBF	63.96	30
DCG010320-521	B076VQLVHZ	64.81	20
DCG010320-522	B07DNN9ZDP	50.49	27
DCG010320-527	B07GBS2C8Q	39	25
DCG010320-528	B07JFH7RN5	44.11	30
DCG010320-53	B006KJJOMK	23.9	30
DCG010320-54	B008TL76MM	32.84	30
DCG010320-55	B00EDSGDV0	33.11	30
DCG010320-58	B016C4PYP8	30.27	30
DCG010320-61	B00MEHEJI6	41.65	30
DCG010320-62	B01E24GTAO	31.75	30
DCG010320-64	B078V4BGM4	72.29	20
DCG010320-66	B07KYJDCFX	38.09	30
DCG010320-67	B07MZJY2DZ	49.73	30
DCG010320-68	B07NXPBSFY	28.99	30
DCG010320-69	B07PF8VX3R	37.88	30
DCG010320-71	B0085AOJ90	38.23	30
DCG010320-710	B079J577MQ	61.81	30
DCG010320-712	B07FMF1WVL	52.26	30
DCG010320-713	B07GFJ4K6W	32.08	23
DCG010320-718	B07MH5ZKDS	32.17	27
DCG010320-720	B07P6TSXZS	41.77	20
DCG010320-73	B00KYR7WE6	40.43	25
DCG010320-75	B0725TB5C3	26.38	26
DCG010320-78	B075GXHVDL	43.02	30
DCG010320-84	B07JNMS3Z1	24.86	30
DCG010320-913	B075J4XXW2	24.74	30
DCG010320-918	B07CRTJ54S	38.28	30
DCG010320-927	B07MBRTSPY	38.19	16
DCG010320-94	B00KOCSD8A	30.86	17
DCG01032010	B06XD1SJLW	58.94	30
DCG01032012	B073ZFH2M5	35.89	30
DCG01032018	B07DK1CNLP	55.93	30
DCG01032020	B07FSBW7TX	35.57	20
DCG01032022	B07HCQYBJ6	28.64	30
DCG01032023	B07HV6TN63	40.23	30
DCG01032026	B07KBYQW7Q	41.08	30
DCG01032027	B07KC838FY	54.7	30
DCG01032030	B07MM1WQ3T	38.58	30
DCG01032031	B07NGLTZ1Z	72.47	26
DCG0103204	B014OWTPSM	64.42	30
DCG010420-1-11	B005VQLXC2	24.97	30
DCG010420-1-110	B00WI09XK8	35.76	27
DCG010420-1-116	B014I0N180	40.58	30
DCG010420-1-12	B00728YLL2	49.02	12
DCG010420-1-120	B01ACIHYNK	32.69	30
DCG010420-1-121	B01ACII1K0	35.14	30
DCG010420-1-123	B01ERV7W30	35.21	30
DCG010420-1-124	B01EZ2XPY6	29.45	30
DCG010420-1-128	B01M210L60	46.29	30
DCG010420-1-139	B07BLPF6JM	50.91	24
DCG010420-1-140	B07CSBYLCN	68.83	19
DCG010420-1-141	B07CSJF28L	84.36	30
DCG010420-1-143	B07DWF7CYT	52.04	30
DCG010420-1-144	B07F2NN8FX	28.84	12
DCG010420-1-152	B07HNMYJMG	37.98	30
DCG010420-1-154	B07JR898GK	29.13	30
DCG010420-1-156	B07K1YZ27X	41.99	30
DCG010420-1-157	B07L42PTK5	85.9	30
DCG010420-1-158	B07L5VH4H6	40.72	30
DCG010420-1-159	B07L5W58DB	52.04	30
DCG010420-1-160	B07LBQS6WZ	36.37	30
DCG010420-1-161	B07LDTB9PD	36.97	30
DCG010420-1-162	B07N38XY48	52.41	30
DCG010420-1-18	B00MALNECS	38.92	16
DCG010420-1-21	B00L7GT3I6	409.71	30
DCG010420-1-210	B07CQMRZRF	60.39	20
DCG010420-1-211	B07G2614Q1	39.86	30
DCG010420-1-212	B07GGM9VYQ	47.58	17
DCG010420-1-213	B07HR6B7QP	52.05	30
DCG010420-1-214	B07JFY892S	33.96	30
DCG010420-1-25	B01LY86KTX	144.37	30
DCG010420-1-26	B01N8ULI3O	138.38	25
DCG010420-1-27	B073YHBVKJ	229.36	30
DCG010420-1-28	B076C58SC9	39.47	25
DCG010420-1-31	B00CEH2NQQ	30.68	30
DCG010420-1-310	B071RYNDK1	28.47	30
DCG010420-1-314	B074MCZQMJ	38.32	30
DCG010420-1-315	B074YYH6MD	33.47	30
DCG010420-1-321	B07CS8DMP8	32.57	18
DCG010420-1-322	B07CV76DZ9	32.29	30
DCG010420-1-323	B07CV9WK1N	42.22	30
DCG010420-1-326	B07G82K1WG	62.84	30
DCG010420-1-330	B07KFH4YSK	31.6	30
DCG010420-1-332	B07KJZJ5GF	34.56	30
DCG010420-1-334	B07L6YNMTB	32.73	30
DCG010420-1-335	B07LGYX811	65.18	30
DCG010420-1-337	B07MMN3MTH	30.69	30
DCG010420-1-34	B01DKKRR84	32.73	27
DCG010420-1-39	B06WVFKRVT	77.34	30
DCG010420-1-410	B01AFTP43I	30.57	30
DCG010420-1-413	B01J6ZHAKC	36.56	30
DCG010420-1-414	B01LVWXQFF	30.8	30
DCG010420-1-415	B01M29UZ20	34.58	20
DCG010420-1-416	B01N7VBX9O	59.3	30
DCG010420-1-417	B06VY7VVKZ	38.47	16
DCG010420-1-418	B06ZYG4XD2	72.95	21
DCG010420-1-419	B075H1P455	37.14	30
DCG010420-1-42	B00FB8JOOY	34.19	30
DCG010420-1-421	B079J7P24N	47.33	30
DCG010420-1-422	B07B4F3F1G	37.09	30
DCG010420-1-424	B07BQK6WLH	34.69	30
DCG010420-1-426	B07CZFQQBG	40.26	30
DCG010420-1-434	B07JVMY11J	32.47	20
DCG010420-1-44	B011U9AEI2	40.89	30
DCG010420-1-440	B07MNQMMBZ	32.16	30
DCG010420-1-441	B07NQNWS6W	30.36	30
DCG010420-1-442	B07NXVFYV5	36.03	30
DCG010420-1-443	B07P7HPK14	40.95	30
DCG010420-1-45	B0164A4ZRI	35	30
DCG010420-1-47	B017KLCLZ8	39.58	30
DCG010420-1-49	B01A50ES2U	30.48	30
DCG010420-11	B00C4R18LC	67.22	30
DCG010420-112	B0163RSIXE	42.35	30
DCG010420-113	B01ARM7G3E	61.61	30
DCG010420-114	B01CYM5ACY	38.64	30
DCG010420-117	B01JSKGPXS	68.98	20
DCG010420-120	B01MQPS5HF	60.93	30
DCG010420-122	B01N5VANAR	41.78	30
DCG010420-123	B06X91XFF1	83.57	30
DCG010420-125	B0716B121B	69.68	30
DCG010420-132	B0763KYVKS	52.47	22
DCG010420-134	B077QHF1KM	42.56	30
DCG010420-138	B07D7HLJ69	132.36	30
DCG010420-142	B07F72DGLN	27.03	30
DCG010420-143	B07FXXQ28P	53.81	30
DCG010420-144	B07FZY2CQ7	34.79	12
DCG010420-151	B07MX54BP6	28.33	30
DCG010420-153	B07N4FMJ3J	41.12	30
DCG010420-154	B07P7WYJ91	32.2	30
DCG010420-16	B00O37GHHQ	41.43	30
DCG010420-22	B071GZ838N	47.37	30
DCG010420-311	B01CCRR5EW	29.14	30
DCG010420-313	B01DZ5Z8V2	61.12	30
DCG010420-317	B06WVMG5DM	42.66	30
DCG010420-318	B06XY3P9D3	33.83	30
DCG010420-319	B071NL71CY	91.46	30
DCG010420-32	B00A7B338S	34.37	30
DCG010420-321	B07576RPV5	29.04	30
DCG010420-322	B075YVQYSS	41.08	30
DCG010420-326	B078NFFXMV	79.42	30
DCG010420-327	B078WWC4CG	30.97	30
DCG010420-328	B0795WP4VC	29	30
DCG010420-329	B079F64QKT	33.11	30
DCG010420-330	B079GSVMLB	28.34	30
DCG010420-333	B07BQHQMFP	39.21	30
DCG010420-335	B07DMPLMG1	68.19	23
DCG010420-338	B07G8GWZ61	48.49	30
DCG010420-339	B07GC9THYM	40.24	30
DCG010420-343	B07H9FY4CW	45.74	30
DCG010420-347	B07JPKTCXT	49.93	30
DCG010420-348	B07JQ9T5YK	46.65	17
DCG010420-352	B07KMH1HP3	92.36	22
DCG010420-353	B07L1WT91Z	42.56	14
DCG010420-354	B07L3BH125	48.37	30
DCG010420-355	B07L46R9DH	87.51	30
DCG010420-356	B07LCVRQPQ	78.45	30
DCG010420-357	B07LFMVYF7	81.13	30
DCG010420-359	B07MXN2TC9	38.64	30
DCG010420-36	B00PWIVWNO	30.99	23
DCG010420-360	B07N1VQJD7	91.49	30
DCG010420-363	B07PJ9RKXJ	34.44	20
DCG010420-412	B0716YKC4G	73.61	30
DCG010420-42	B00BN8ZL98	47.66	30
DCG010420-424	B07DX6M73Y	38.64	30
DCG010420-428	B07GY2MLH1	36.46	30
DCG010420-43	B00CLD875Y	21.65	30
DCG010420-433	B07J1FTX1W	35.81	20
DCG010420-434	B07JFGYKS3	55.52	30
DCG010420-438	B07LCL2TP6	32.58	30
DCG010420-439	B07M8KB1F6	57.47	30
DCG010420-443	B07N2TRMR1	53.09	30
DCG010420-446	B07P9Y8DJY	42.93	30
DCG010420-447	B07PSHC1BK	58.74	30
DCG010420-45	B00TXSGZHM	57.35	15
DCG010420-46	B015JJ7AYU	30.25	30
DCG010420-47	B016U5NTCE	33.79	30
DCG010420-513	B07N1FFT53	71.14	27
DCG010420-52	B01AZYOGQE	123.25	30
DCG010420-56	B07DZSCJJ7	186.13	30
DCG010420-61	B003VKX32S	83.64	30
DCG010420-610	B00UKEN84G	36.22	30
DCG010420-6100	B07KPW3ZCT	35.46	20
DCG010420-6101	B07KQFZSMF	36.27	30
DCG010420-6102	B07KS4MR2R	89.99	30
DCG010420-6105	B07KVXDQGN	30.46	30
DCG010420-6106	B07KYCGB98	74.76	30
DCG010420-611	B00WHKNZY4	38.22	30
DCG010420-6110	B07LGXMLHT	59.57	30
DCG010420-6113	B07MGZPXP2	62.52	30
DCG010420-6114	B07MKBF1TD	42.83	30
DCG010420-6116	B07MQV2SJW	70.95	30
DCG010420-6117	B07MXQ9DNQ	55.04	30
DCG010420-6119	B07N8JXBB5	408.89	30
DCG010420-612	B00ZO2OJUQ	79.57	30
DCG010420-6126	B07P9N182S	63.07	30
DCG010420-613	B00ZO2QQ20	79.59	30
DCG010420-618	B01GSYOLS8	40.25	30
DCG010420-619	B01LZ76LCD	55.42	30
DCG010420-624	B06XDJP3RF	73.81	30
DCG010420-631	B071X7CFCV	326.19	30
DCG010420-636	B074Q3B4LZ	73.66	30
DCG010420-64	B00EL3UHY6	28.66	30
DCG010420-641	B076B9N68W	100.27	30
DCG010420-646	B0785TV67M	42.83	30
DCG010420-647	B078K4KR8K	66.82	30
DCG010420-650	B07956GJFQ	42.14	30
DCG010420-654	B079RM5843	86.88	30
DCG010420-655	B079XC9TX3	58.04	30
DCG010420-656	B07BCCNWMD	65.75	25
DCG010420-658	B07BPZW6ZQ	90.54	30
DCG010420-660	B07C4YHWFS	69.74	30
DCG010420-665	B07D4CWM29	71.47	30
DCG010420-67	B00JFCCXJU	86.3	26
DCG010420-675	B07H4LKP69	36.91	30
DCG010420-676	B07H65J2K7	37.2	30
DCG010420-685	B07JBBP5VB	178.14	30
DCG010420-686	B07JBHGGNJ	66.33	30
DCG010420-689	B07JFZ5MWN	65.65	30
DCG010420-698	B07KLY5FQZ	34.72	30
DCG010420-699	B07KM3ZVCH	110.29	30
DCG010420-710	B077J5GFT6	61.6	30
DCG010420-712	B07F2P4NQ1	24.28	30
DCG010420-714	B07F82D1W8	39.06	30
DCG010420-715	B07GCRWMGV	42.58	19
DCG010420-717	B07H2TBJR5	42.54	30
DCG010420-721	B07MPWMVYQ	68.74	30
DCG010420-77	B01N6P4W2B	34.13	30
DCG010420-79	B0777PS7W6	61.2	30
DCG010420-82	B0716V4S7Z	235.76	30
DCG010420-83	B071GM12YJ	63.35	30
DCG010420-85	B07DJN34WJ	78.73	30
DCG010420-88	B07L56BDSG	74.3	30
DCG010420-913	B073XK9F4H	39.03	30
DCG010420-918	B074R6FRB9	34.95	30
DCG010420-919	B074SDN1QB	39.53	30
DCG010420-922	B076LYG2B5	32.9	30
