seller-sku	asin1	price	quantity
DCG010420-924	B077YY2748	30.79	29
DCG010420-927	B078YKYQC1	32.75	30
DCG010420-928	B07BKVPP4R	34.85	30
DCG010420-930	B07CKT5GTS	31.29	30
DCG010420-932	B07D4GBFX8	34.74	30
DCG010420-938	B07FDS13NM	42.2	30
DCG010420-94	B0190P14Q4	19.61	30
DCG010420-941	B07G2Y9VJG	34.32	30
DCG010420-943	B07GD9MZPT	124.66	30
DCG010420-944	B07GDDRQDZ	42.75	30
DCG010420-948	B07HD3DJ47	32.45	30
DCG010420-949	B07HGT4R6R	32.47	30
DCG010420-953	B07JGHT1JP	35.09	30
DCG010420-956	B07KQVZ53D	45.74	17
DCG010420-957	B07KZ72ZHM	39.38	30
DCG010420-959	B07M8FK7KX	37.64	30
DCG010420-96	B01I198XJQ	28.54	30
DCG010420-967	B07P1B4P2S	48.15	30
DCG010420-97	B01M7SMC90	43.81	19
DCG010420-971	B07PG1T6VW	46.84	18
DCG010420-98	B01M8N34T7	55.18	30
DCG010420-99	B01MCRDEG2	34.97	30
DCG0104203	B01GQ776RU	23.11	30
DCG0104206	B07C1LSKZP	40.67	30
DCG0104207	B07DLCHBK2	113.26	30
DCG0104208	B07KNTYHDH	54.01	30
DCG0104209	B07MG8N8XK	45.21	30
DCG0105201	B000WS78SC	41.58	30
DCG01052010	B0091I9DDC	42.14	26
DCG01052012	B00DOS79IQ	30.76	30
DCG01052013	B00DOS79QS	36.35	30
DCG01052014	B00DRAQYH8	43.26	16
DCG01052015	B00DTHA0Z6	32.24	30
DCG01052016	B00G6OKYS2	36.14	30
DCG01052017	B00GYG8TB6	43.98	15
DCG0105202	B0018S1ZDE	28.43	25
DCG01052022	B00O4WI9PS	54.5	26
DCG0105203	B001ARPP8O	24.04	30
DCG01052030	B01G1XD7DG	40.24	30
DCG01052031	B01GHIHJM0	50.48	21
DCG01052034	B01IXT2M00	41.92	30
DCG01052035	B01IXTP0X6	41.87	30
DCG01052036	B01LC3EI7O	36.86	15
DCG01052037	B01LZB7XA5	29.68	19
DCG01052048	B074CZVP9D	36.3	30
DCG0105205	B001B67A1E	30.25	20
DCG01052052	B0767J1KH2	72.59	30
DCG01052055	B0786BQ27L	32.75	30
DCG01052059	B07BHZJBKJ	74.26	30
DCG01052064	B07C1JTBF8	38.67	30
DCG01052065	B07D2B1QNF	43.95	27
DCG01052068	B07GFKJZYY	35.5	25
DCG01052070	B07HQC6MN4	55.85	30
DCG01052072	B07KN822VF	96.5	30
DCG01052073	B07MLSDXCK	55.1	30
DCG0105209	B003FIQUSU	28.43	21
DCG0106201	B003SYXLZG	42.08	30
DCG01062013	B015SCNZQU	36.86	30
DCG01062014	B016PAY964	53.41	30
DCG01062015	B017RR3QUO	41.48	25
DCG01062018	B01B6YIH3K	42.75	16
DCG01062019	B01BUDCJ6S	30.36	27
DCG0106202	B003T2NUV2	44.76	30
DCG01062021	B01CF4UHGU	38.81	26
DCG01062024	B01DN30XQ6	50.03	30
DCG01062025	B01E64OQE6	75.86	30
DCG01062027	B01HFPJGZC	28.55	30
DCG01062028	B01HFPJH38	32.6	21
DCG01062029	B01HFPJLI4	36.32	24
DCG0106203	B003TTFPY0	28.54	18
DCG01062031	B01L98ARFO	36.87	20
DCG01062032	B01LXYJVQT	22.74	30
DCG01062033	B01LYLVVWF	39.95	30
DCG01062035	B01N23NCBF	39.95	30
DCG01062037	B06XCCM72R	57.2	21
DCG01062040	B06XTWXGBX	43.97	30
DCG01062041	B06XXS57CT	21.79	21
DCG01062042	B06ZZQ14VN	66.44	30
DCG01062043	B071FYGR9X	72.76	30
DCG01062044	B071ZZ93FK	47.15	24
DCG01062047	B076DGFZSY	43.01	30
DCG01062048	B076QLJSK6	69.91	30
DCG01062049	B078J8JKYD	67.44	21
DCG01062052	B07BMBRNHM	57.78	30
DCG01062054	B07CLVCYP2	52.01	30
DCG01062056	B07CWM37NC	50.24	30
DCG01062057	B07D2CKS36	39.96	30
DCG01062058	B07DP47SM5	46.4	24
DCG01062060	B07FTC1JZT	59.24	30
DCG01062064	B07HJSRWMH	36	20
DCG01062065	B07HY5PWZX	42.54	26
DCG01062066	B07JHQW26J	89.59	30
DCG01062067	B07JJWH5MF	77.38	18
DCG01062068	B07JQ6N87W	34.11	30
DCG01062069	B07K7NPYW6	39.02	30
DCG01062070	B07KNZHHC6	43.96	19
DCG0107201	B00AI78Q1A	81.12	30
DCG01072011	B01D13NMF2	33.66	23
DCG01072012	B01DBULJDM	26.85	30
DCG01072014	B01DOA4CTM	51.2	30
DCG01072016	B01MSOKBM9	38.19	30
DCG01072018	B071Y1T939	31.51	30
DCG01072019	B072FP1M4H	32.62	20
DCG01072021	B0748P97VG	38.34	30
DCG01072022	B0752D6CTN	29.28	30
DCG01072023	B0753LYWSL	40.06	30
DCG01072024	B075MTQ29G	60.67	30
DCG01072025	B076GLP16S	38.15	30
DCG01072026	B076H1V493	60.94	30
DCG01072027	B076WVS1JQ	33.65	30
DCG0107203	B00LUUYCUI	41.82	30
DCG01072030	B078WJR1PZ	32.21	30
DCG01072031	B078WL3D5Q	32.55	30
DCG01072032	B078YRP74R	30.6	30
DCG01072034	B079JHHW4C	30.49	30
DCG01072036	B07CM28R9W	79.27	30
DCG01072037	B07CVWP9GK	50.43	30
DCG0107204	B00MHGCF30	89.22	30
DCG01072044	B07F8WNJ9V	32.47	30
DCG01072045	B07FNJQRR8	46.28	30
DCG01072047	B07GT1RL2S	33.29	30
DCG01072049	B07H3BCJJD	32.3	30
DCG01072053	B07HM3Q73M	37.94	28
DCG01072057	B07KD4LKZR	61.47	30
DCG01072058	B07KJ87VBL	60.26	20
DCG0107206	B014VSZLPU	30.29	18
DCG01072061	B07KX2LMZX	30.39	25
DCG01072063	B07L3D4PGX	28.81	30
DCG01072064	B07LCGL1X7	109.76	30
DCG01072065	B07MB1DZWY	29.35	23
DCG01072068	B07NZ9L1JF	26.34	30
DCG01072071	B07PCJTBB7	35.26	21
DCG0107208	B018HAJ316	78.4	26
DCG0107209	B01CBHCXIG	26.61	30
DCG01082014	B07MHQYQR2	78.14	30
DCG01082017	B07PQPC1NM	28.78	30
DCG0108204	B074PWKCJX	42.98	20
DCG0108205	B075LRMTG7	35.99	30
DCG0108206	B076VX1DHN	25.62	29
DCG0108207	B0785FTRFF	181.98	30
DCG0108208	B07BB1GWQX	43.6	30
DCG0108209	B07FLVZTVP	28.67	16
DCG0109201	B003FG34WW	37.31	23
DCG01092010	B01G4ADDLW	66.38	19
DCG01092011	B01GCYF24Q	56.35	30
DCG01092016	B06XK2J6R4	26.99	30
DCG01092020	B071XVNL94	32.83	30
DCG01092021	B0725S5B96	79.98	30
DCG01092024	B07561YWDR	46.69	30
DCG01092025	B075C8PRD9	30.64	26
DCG01092026	B075VPVZSK	41.81	30
DCG01092028	B0777LVH8S	79.67	30
DCG01092029	B077H47XMM	51.51	30
DCG01092030	B077WN68DV	56.34	30
DCG01092031	B07812SK83	55.74	30
DCG01092033	B07BTBBX1L	103.47	30
DCG01092036	B07F18B4YL	33.31	30
DCG01092038	B07G9CH7MT	55.08	30
DCG01092039	B07GJHYY9R	28.98	24
DCG01092040	B07GTPD714	32.35	30
DCG01092042	B07H3DG1PC	39.04	30
DCG01092043	B07HKXLHGM	29.28	30
DCG01092044	B07HMPZC4H	39.52	30
DCG01092045	B07J6RZTDM	58.99	20
DCG01092048	B07KB9RC55	67.13	30
DCG01092049	B07L3HXWBJ	72.93	30
DCG0109205	B015IZ3GLQ	37.96	27
DCG01092050	B07M6PJWLQ	65.42	30
DCG01092051	B07MH4CP66	74.34	30
DCG01092052	B07MMH7YJV	67.95	30
DCG01092055	B07NGDH8RP	26.55	22
DCG0109207	B01CK26T0K	76	30
DCG0109209	B01DVW3F82	61.86	30
DCG011020-11	B0015QXRA8	32.38	21
DCG011020-1102	B07GRJB3YS	201.92	23
DCG011020-1103	B07GRMDN2M	64.87	30
DCG011020-1105	B07HN1F99P	37.21	30
DCG011020-1106	B07J46VCWV	48.13	30
DCG011020-1107	B07K2TLCBV	24.09	20
DCG011020-111	B00AJPOM4Q	29.4	30
DCG011020-1111	B07KF6WZ1Z	49.72	30
DCG011020-1112	B07KF74WZW	49.62	30
DCG011020-1113	B07KF7FTVN	48.25	30
DCG011020-1114	B07KJY671D	68.22	30
DCG011020-1115	B07KPNQ851	62.11	23
DCG011020-1116	B07KWRBWN1	49.71	30
DCG011020-1118	B07L61KS32	50.58	30
DCG011020-1119	B07L64TN1B	41.94	30
DCG011020-1120	B07L69BN5P	48.32	30
DCG011020-1121	B07M92MCZG	35.65	30
DCG011020-1123	B07MKGKVHM	169.75	30
DCG011020-1124	B07MNTQF16	32.26	23
DCG011020-1126	B07MR4YK3N	49.39	30
DCG011020-1127	B07N695WSZ	36.02	20
DCG011020-1129	B07P7DXLBM	53.39	30
DCG011020-113	B00GCDNIV2	151.8	30
DCG011020-1130	B07P7GQ78J	86.95	16
DCG011020-1131	B07PJ6BN6P	48.59	20
DCG011020-118	B00NIZEQTA	113.82	30
DCG011020-12	B001AOC27Y	30.45	30
DCG011020-120	B00R345YNY	32.47	30
DCG011020-121	B00STQ2H7G	32.38	30
DCG011020-124	B00WR91Q28	38.02	30
DCG011020-128	B015MB7S6K	38.04	30
DCG011020-13	B002S6OJF6	30.4	29
DCG011020-131	B016QVRN24	32.49	30
DCG011020-132	B0172A123E	32.54	30
DCG011020-133	B017JZ73OE	107.59	27
DCG011020-136	B01BY9SCNW	48.54	23
DCG011020-139	B01HROR56S	205.85	30
DCG011020-14	B004KNEC4S	32.26	30
DCG011020-140	B01IOTGYKS	31.96	30
DCG011020-141	B01KS3M17I	65.06	30
DCG011020-143	B01M6CMS80	77.65	30
DCG011020-144	B01MFCOZDN	38.15	30
DCG011020-147	B01MRLU820	51.29	30
DCG011020-148	B01MXT4OLH	32.26	30
DCG011020-149	B01N06P2FB	31.82	30
DCG011020-152	B06X6HBTY2	60.32	30
DCG011020-160	B0722QZ2FF	36.13	30
DCG011020-163	B0731R4GX8	38.94	30
DCG011020-164	B073T578Z8	34.53	30
DCG011020-167	B074YY6DZQ	121.24	30
DCG011020-168	B075JM41RY	29.94	30
DCG011020-169	B075L4SBCV	82.66	30
DCG011020-174	B077GJPMPB	62.05	30
DCG011020-175	B0796PTD52	41.81	30
DCG011020-177	B079JXS4SH	124.68	21
DCG011020-179	B07BJ51WHS	50.99	15
DCG011020-182	B07CH18WPV	64.39	30
DCG011020-185	B07CZR1919	47.51	30
DCG011020-186	B07D3SHJLX	38.02	30
DCG011020-193	B07F8BP3DK	110.44	30
DCG011020-196	B07G3PJCC6	35.06	30
DCG011020-2100	B07LGPNY2F	76.95	30
DCG011020-2103	B07MDZ4FFW	42.22	20
DCG011020-2109	B07MRJ8FJM	75.53	30
DCG011020-211	B016KSORXQ	22.15	30
DCG011020-2113	B07MYXSW5V	137.28	30
DCG011020-2119	B07PD9ZV8Y	56.69	30
DCG011020-213	B01ACC13VA	26.55	30
DCG011020-214	B01B6DLNTQ	34.47	30
DCG011020-216	B01HTU9TLY	37.98	30
DCG011020-219	B01N2VXSMJ	32.68	30
DCG011020-22	B0044FR9J2	31.29	30
DCG011020-220	B01N7M83HG	54.75	30
DCG011020-221	B01N9J71N7	36.08	30
DCG011020-222	B01N9QXW04	30.69	30
DCG011020-225	B06XQ3GWJW	42.22	30
DCG011020-226	B06XT6YGDW	56.76	30
DCG011020-228	B072LZKN9V	38.32	30
DCG011020-233	B074M2V2BK	64.46	30
DCG011020-234	B074NWSTHC	41.81	30
DCG011020-24	B00GJVL3NM	39.78	30
DCG011020-241	B076FVCNST	38.45	30
DCG011020-249	B07BMWKM7X	52.93	30
DCG011020-256	B07CZLQNBR	33.32	30
DCG011020-259	B07DKV9V54	32.19	30
DCG011020-260	B07DQC6DCD	39.15	30
DCG011020-261	B07DVN377S	52.74	30
DCG011020-263	B07F8R7JHG	48.41	30
DCG011020-264	B07FDCDCJ3	77.55	12
DCG011020-271	B07GBTTVD2	69.56	30
DCG011020-275	B07H75S7DW	38.07	30
DCG011020-276	B07H9SNHHH	27.64	30
DCG011020-278	B07HGVTWBX	30.25	30
DCG011020-280	B07HMG1BZ9	28.64	30
DCG011020-282	B07J4JFPXV	53.05	30
DCG011020-284	B07JB9QJMY	56.79	30
DCG011020-286	B07JH169GQ	33.71	30
DCG011020-289	B07K8HY26Q	42.28	30
DCG011020-290	B07KBSVK6R	98.87	30
DCG011020-291	B07KF7TDL3	108.78	30
DCG011020-293	B07KQM6J2S	130.78	30
DCG011020-298	B07LBC5DBQ	32.01	30
DCG011020-31	B002UUOS10	48.62	30
DCG011020-310	B00A509ODY	63.13	30
DCG011020-311	B00CX3E7JW	22.81	30
DCG011020-312	B00HQLL2SU	95.81	12
DCG011020-315	B00OA4EA8K	34.34	30
DCG011020-319	B012I1C416	56.88	30
DCG011020-32	B003F2RLSO	24.91	30
DCG011020-320	B012W77RAE	36.07	30
DCG011020-324	B01A7M2ICI	32.85	30
DCG011020-329	B01JUB4S8Y	34.27	30
DCG011020-331	B01MAUBCXA	42.99	23
DCG011020-332	B01MQ12QLM	37.37	30
DCG011020-335	B06WGPMG87	102.04	30
DCG011020-344	B075389H7Y	88	30
DCG011020-346	B076VBSB3B	42.98	30
DCG011020-347	B076VQDQHS	41.76	30
DCG011020-348	B0773SN35K	134.08	30
DCG011020-349	B077D6N76D	37.44	30
DCG011020-35	B004RKEDKW	43.39	30
DCG011020-350	B077GQ85GB	90.75	30
DCG011020-351	B077H1YMKQ	38.12	15
DCG011020-352	B0788MPM4T	139.59	20
DCG011020-356	B07CSNFHR2	52.56	30
DCG011020-358	B07FCGDM8Z	53.24	30
DCG011020-359	B07FHLKK3J	60.18	30
DCG011020-36	B004W8TT3K	38.25	30
DCG011020-360	B07G274P5R	49.09	30
DCG011020-361	B07G2865BM	48.41	30
DCG011020-362	B07GBR8KYV	34.89	30
DCG011020-363	B07GBV4TKY	55.21	30
DCG011020-364	B07GC2Q29P	40.59	14
DCG011020-365	B07GC356WV	42.13	30
DCG011020-366	B07GC3775T	42.35	30
DCG011020-367	B07GQHNHZJ	36.32	30
DCG011020-368	B07GS2F2GG	67.91	30
DCG011020-369	B07GXKTNJ7	60.98	30
DCG011020-370	B07GZ9Z6PW	32.16	30
DCG011020-372	B07H8XPJCP	38.31	30
DCG011020-374	B07HF88YLW	47.91	30
DCG011020-375	B07HH8ZPJC	54.63	30
DCG011020-377	B07HVJ9N7B	50.21	30
DCG011020-378	B07HVQKVV7	26.53	30
DCG011020-38	B006CV56DM	21.4	30
DCG011020-380	B07J29TK21	29.73	30
DCG011020-381	B07J6BDMFY	58.81	30
DCG011020-382	B07J6BJ26S	29.28	30
DCG011020-383	B07JQG3FXD	164.96	30
DCG011020-385	B07JZ6B2FF	37.67	30
DCG011020-387	B07KC5X19Q	66.19	20
DCG011020-388	B07KXPQMSC	51.66	30
DCG011020-389	B07LF12HS9	48.06	30
DCG011020-39	B008N88XTG	87.33	27
DCG011020-391	B07MV49SVP	77.27	20
DCG011020-394	B07P3ZCVKW	38.15	30
DCG011020-395	B07P7F98WR	34.46	30
DCG011020-396	B07PCWSNDW	32.67	30
DCG011020-4102	B079YJP25H	38.18	30
DCG011020-4106	B07BJLCGFZ	28.35	30
DCG011020-4113	B07CFKRR5V	32.68	30
DCG011020-4114	B07CG8PK4C	37.96	30
DCG011020-4115	B07CT3Z4MW	38.12	30
DCG011020-4118	B07D2CSZ83	30.82	30
DCG011020-4119	B07D2D8HBL	54.08	30
DCG011020-4127	B07DWQZ4Z8	30.32	30
DCG011020-4128	B07DXLPNSG	53.46	30
DCG011020-4131	B07F6Q8T35	65.06	30
DCG011020-4135	B07FN7XTJH	39.35	26
DCG011020-4137	B07FZL9NVB	36.39	30
DCG011020-4138	B07G3G8WX7	36.14	30
DCG011020-4139	B07GF36RVQ	36.74	30
DCG011020-4140	B07GV2838M	22.72	30
DCG011020-4142	B07GXGKRZJ	29.88	30
DCG011020-4146	B07HGH16D7	37.92	30
DCG011020-4147	B07HH6QV7T	115.48	30
DCG011020-4149	B07HK8YZDN	26.46	30
DCG011020-4150	B07HQMNK9X	40.06	30
DCG011020-4151	B07HSMM3ND	38.31	27
DCG011020-4152	B07HVFXQFD	38.07	30
DCG011020-4159	B07JDVQL88	28.47	30
DCG011020-4160	B07JGC1BKD	33.99	30
DCG011020-4162	B07JPGZJFR	34.65	30
DCG011020-4163	B07JXY8PB3	34.34	30
DCG011020-4164	B07JZLML6S	48.49	30
DCG011020-4165	B07K7TNTJT	42.19	30
DCG011020-4167	B07KHRG2N1	22.72	30
DCG011020-4170	B07KS9DVN7	54.78	30
DCG011020-4171	B07KSH76CY	45.78	30
DCG011020-4174	B07KXNHST5	34.96	30
DCG011020-4177	B07L4GN5RC	32.75	30
DCG011020-4178	B07L6YSLN8	32.48	22
DCG011020-4179	B07L7YZH9N	24.76	30
DCG011020-418	B01DBH8JII	22.34	30
DCG011020-4184	B07LGWBKS8	32.49	30
DCG011020-4185	B07M6284PK	38.26	30
DCG011020-4188	B07M8TKLQR	22.93	30
DCG011020-4191	B07MKHN8GS	58.42	30
DCG011020-4193	B07MTJMDVF	34.84	30
DCG011020-4194	B07MXPJ3ZC	29.71	30
DCG011020-4196	B07N1FCX6S	32.81	30
DCG011020-4197	B07N2N3SGD	32.85	30
DCG011020-4198	B07N4C3FDC	31.65	30
DCG011020-4199	B07N8H3ZH6	61.13	30
DCG011020-4204	B07NRKZ3ZN	30.36	30
DCG011020-4205	B07NS741Q3	42.47	30
DCG011020-4207	B07NVVNQLY	30.58	30
DCG011020-4208	B07NZ2JBMK	74.76	27
DCG011020-421	B01E3N04KU	26.33	30
DCG011020-4210	B07P7ZPVJB	34.53	30
DCG011020-4211	B07PB855PR	38.21	30
DCG011020-4212	B07PHLVS93	31.65	30
DCG011020-422	B01HR0LF18	36.13	30
DCG011020-424	B01I4DCS7C	44.99	29
DCG011020-425	B01I5ZUJ4I	27.27	30
DCG011020-426	B01IE624Z0	36.86	30
DCG011020-428	B01IGLDOZM	38.44	20
DCG011020-430	B01K5WDSQU	32.53	30
DCG011020-432	B01LBOAZQC	30.48	30
DCG011020-435	B01M7SW0R0	38.59	30
DCG011020-436	B01N3AHN1K	26.67	30
DCG011020-438	B01N8W8WPV	28.52	30
DCG011020-440	B06XB91CK2	26.08	30
DCG011020-446	B0716WJFQ6	28.49	20
DCG011020-447	B071JR7GYP	52.98	30
DCG011020-451	B072DTM5VQ	22.81	30
DCG011020-452	B072LD9DM7	31.65	30
DCG011020-453	B072LYLYW8	36.07	30
DCG011020-454	B073GVW5VL	35.36	30
DCG011020-455	B073XXT72J	25.09	30
DCG011020-457	B0742J9M8M	33.05	11
DCG011020-459	B074DDBD82	33.32	30
DCG011020-461	B074J87ZQZ	32.28	30
DCG011020-467	B0758B7S47	42.25	30
DCG011020-469	B075DHFPYQ	44.27	30
DCG011020-470	B075MB4PX2	26.69	20
DCG011020-472	B075YF5J9Y	39.41	30
DCG011020-473	B075ZCLVKW	23.82	30
DCG011020-476	B076GVC417	31.01	30
DCG011020-478	B076LZ24L5	32.28	30
DCG011020-48	B00WUMZWGI	33.01	30
DCG011020-482	B076ZXWG8C	32.28	30
DCG011020-483	B0771B8PGW	34.72	30
DCG011020-486	B077Y4YCM1	33.75	30
DCG011020-488	B0784C1PYG	48.04	30
DCG011020-489	B0785J9GFR	37.41	30
DCG011020-491	B0789MFVKB	32.73	30
DCG011020-494	B078XS1CST	26.42	25
DCG011020-495	B07913BXV6	42.14	30
DCG011020-498	B079CHC3P8	37.55	30
DCG011020-499	B079D9T187	42.09	30
DCG011020-51	B002AQUK9S	221.98	30
DCG011020-5100	B07L392VKM	72.22	23
DCG011020-5103	B07MGP4F94	59.77	14
DCG011020-5104	B07ML58FTG	28.51	30
DCG011020-5105	B07MM12QZQ	81.96	30
DCG011020-5107	B07MXYT71N	74.44	30
DCG011020-5108	B07MZSDR7T	25.11	20
DCG011020-5109	B07N2W8CB7	59.87	30
DCG011020-5116	B07P54VBPG	91.29	30
DCG011020-5117	B07P5LCCXN	56.81	22
DCG011020-5118	B07P8BMV18	65.72	30
DCG011020-5119	B07P9DR7SN	30.3	30
DCG011020-512	B00JTYVLUG	38.25	30
DCG011020-5122	B07PFK7SQM	77.36	30
DCG011020-513	B00KUC8R44	66.12	30
DCG011020-516	B00LNZS9XG	26.55	30
DCG011020-517	B00LQZPHVK	96.36	30
DCG011020-520	B00NJBZ8XQ	60.88	30
DCG011020-521	B00NJGO4AY	67.48	30
DCG011020-522	B00PA29JVY	76.6	20
DCG011020-523	B00PA2WTOS	68.22	20
DCG011020-526	B00TA7V9KY	42.2	30
DCG011020-527	B00XGT3LPI	70.38	30
DCG011020-528	B011WGMU6C	586.66	21
DCG011020-529	B0184VOF9S	30.31	30
DCG011020-53	B004THN3XQ	179.91	30
DCG011020-530	B01B2DISAM	27.45	30
DCG011020-531	B01CRAASC0	59.05	30
DCG011020-532	B01JKQ2M82	81.27	30
DCG011020-538	B01MR4XDC4	58.35	30
DCG011020-539	B01MS65NSZ	36.23	30
DCG011020-541	B01N66R806	77.89	30
DCG011020-544	B06XXJR1NQ	105.88	30
DCG011020-547	B0713XF69S	32.98	30
DCG011020-55	B005F9V5B4	63.92	20
DCG011020-551	B072MRP179	36.86	30
DCG011020-552	B072WNJDLC	32.85	30
DCG011020-554	B074CY9SSQ	77.67	20
DCG011020-557	B075DWS4BT	49.8	30
DCG011020-559	B075V6KTF5	80.78	30
DCG011020-564	B0797SSXBP	42.47	30
DCG011020-565	B079BX6FY7	28.87	30
DCG011020-568	B07B9WD8HQ	54.96	30
DCG011020-57	B007W847IE	271.19	20
DCG011020-570	B07BFVTX4W	55.51	30
DCG011020-574	B07D46SHF5	94.97	30
DCG011020-578	B07DDLHC4G	41.73	30
DCG011020-585	B07GNFZJGD	88.54	30
DCG011020-586	B07GQBVNVS	575.85	29
DCG011020-587	B07GQK1SCW	66.29	30
DCG011020-590	B07HZLYT2X	540.51	30
DCG011020-592	B07JKZHQ1N	136.25	30
DCG011020-593	B07JQSMCDT	68.29	30
DCG011020-597	B07KFGJKLV	45.53	28
DCG011020-598	B07KQGLX65	36.88	30
DCG011020-61	B005UHCH4K	29.36	30
DCG011020-610	B06XJ2428M	37.05	30
DCG011020-612	B0741R75WM	33.32	30
DCG011020-615	B076GWZKMB	29.97	30
DCG011020-616	B077HXMCWQ	33.09	30
DCG011020-617	B077HY969J	33.39	22
DCG011020-618	B07CK2KN7V	77.81	30
DCG011020-619	B07G1YWHSG	55.16	30
DCG011020-62	B006C17YA0	36.34	26
DCG011020-620	B07G2823FF	59.45	30
DCG011020-621	B07GF1TKH5	43.39	20
DCG011020-622	B07HFJ75Y1	83.32	30
DCG011020-65	B01L2IMGK0	34.35	30
DCG011020-66	B01LW1Q15T	62.4	28
DCG011020-68	B01MYGAELJ	37.82	30
DCG011020-69	B01N410Z0K	269.32	30
DCG011020-711	B00WGXYAL4	64.04	30
DCG011020-713	B011RDYI10	47.96	30
DCG011020-716	B01C24I3UK	28.27	30
DCG011020-719	B01D31A0LQ	69.93	25
DCG011020-723	B01HNQ8GYA	47.54	30
DCG011020-725	B01M2V5NQJ	32.86	30
DCG011020-727	B01NBVY14Q	522.48	30
DCG011020-729	B06ZYS9CYK	67.49	30
DCG011020-730	B071L85R64	170.48	30
DCG011020-732	B072WKM82D	45.25	30
DCG011020-737	B076KGX2QK	34.34	30
DCG011020-739	B076VKV8P2	56.93	30
DCG011020-74	B0091JG11S	50.05	30
DCG011020-741	B0784QW22P	44.44	30
DCG011020-742	B078S2BH8C	56.54	30
DCG011020-745	B07BP4HQ2S	57.74	27
DCG011020-748	B07DQKDF9B	39.87	30
DCG011020-749	B07DRCVBLB	55.04	30
DCG011020-750	B07FNMWN5Z	30.95	30
DCG011020-751	B07FY4W8HF	38.34	30
DCG011020-752	B07GDMCN7R	34.98	30
DCG011020-754	B07JBDHFKF	69.21	30
DCG011020-756	B07JP3SZ6T	42.51	18
DCG011020-758	B07KNXRGCJ	54.32	30
DCG011020-760	B07M8M76JS	32.51	30
DCG011020-761	B07MDK5QXM	55.24	30
DCG011020-763	B07MTGL53P	30.11	30
DCG011020-764	B07NXR5XPF	50.9	30
DCG011020-77	B00EKOZR0U	38.04	30
DCG011020-78	B00LW6UNIK	107.4	30
DCG011020-812	B01IT37BPG	36.73	30
DCG011020-813	B01JOK56NC	41.07	30
DCG011020-816	B06XVFQTW4	73.98	30
DCG011020-818	B072BVSPM4	27.07	30
DCG011020-820	B073WJK9WY	40.18	30
DCG011020-826	B078HDDCC7	66.67	30
DCG011020-828	B078JWC477	46.48	30
DCG011020-829	B078RYDH4N	37.01	30
DCG011020-83	B00CBWKBPY	40.68	30
DCG011020-831	B078YJD8CG	76.22	17
DCG011020-833	B079JZG421	102.84	30
DCG011020-834	B07BHDY7DK	30.5	30
DCG011020-836	B07BZMTMSM	30.86	30
DCG011020-838	B07D7M93ZW	41.81	30
DCG011020-842	B07H3V3PQ2	39.92	25
DCG011020-847	B07KSKSBZR	52.91	25
DCG011020-848	B07LFTFPXR	24.79	30
DCG011020-85	B00O4DGJ3G	78.05	30
DCG011020-850	B07MR8MLQQ	90.01	30
DCG011020-853	B07NRTKRXX	62.8	30
DCG011020-89	B01DWQCODY	60.89	30
DCG011020-910	B00BJ03GWE	46.24	27
DCG011020-9100	B07M8D4CMB	44.55	30
DCG011020-9102	B07MJQJ99N	34.82	30
DCG011020-9103	B07MT9PGGK	59.59	29
DCG011020-9105	B07MZWK5M2	46.01	25
DCG011020-9106	B07N5P3V2B	38.32	30
DCG011020-9108	B07NQGR3BB	40.93	30
DCG011020-9110	B07NVVVVVW	66.53	20
DCG011020-9111	B07P5NXH5Y	30.54	30
DCG011020-9112	B07P7G1XKW	52.19	30
DCG011020-912	B00F08TJS6	42.06	30
DCG011020-918	B00XLMSPY2	41.71	30
DCG011020-921	B0185CY9HO	33.15	30
DCG011020-922	B01AS1G94G	47.36	30
DCG011020-924	B01IQ9RIBU	85.67	30
DCG011020-925	B01LZWUFV5	24.72	30
DCG011020-931	B01N7PHB58	31.33	30
DCG011020-933	B01NAHWEQY	27.08	30
DCG011020-940	B0711HBWJF	63.32	30
DCG011020-941	B0727YT1XJ	43.09	30
DCG011020-943	B073BJR1CQ	57.16	30
DCG011020-944	B073PMRLG9	63.48	20
DCG011020-945	B073VP8CNC	34.87	30
DCG011020-947	B074CMHHBX	36.77	30
DCG011020-948	B074NCL539	47.82	30
DCG011020-95	B002SC4OXC	38.85	30
DCG011020-950	B075JNYF52	34.89	30
DCG011020-954	B0765QL9L6	42.25	30
DCG011020-958	B076SHWKLR	28.26	30
DCG011020-962	B0771T9VJH	72.31	27
DCG011020-963	B0775TBT2N	40.26	30
DCG011020-967	B077YWDV99	31.35	30
DCG011020-969	B078GZWB97	64.75	30
DCG011020-971	B0792R5RW9	32.33	15
DCG011020-974	B079KR5D4P	33.22	30
DCG011020-975	B07BN6NBNJ	50.86	30
DCG011020-979	B07DT627WN	38.77	30
DCG011020-98	B0069B4280	71.32	30
DCG011020-981	B07F8XRLFM	35.2	30
DCG011020-982	B07FLQX4FQ	36.11	30
DCG011020-983	B07FMPMFKD	31.42	30
DCG011020-984	B07FR37LWD	55.65	30
DCG011020-985	B07G3183G4	31.86	30
DCG011020-988	B07H7C7N3P	30.95	30
DCG011020-99	B00ASY60SO	22.81	30
DCG011020-990	B07HSJ2RL2	69.02	30
DCG011020-992	B07J4TY98X	41.85	15
DCG011020-998	B07KYHSFHS	41.59	30
DCG01102013	B07823GF8X	35.26	22
DCG01102017	B07HVD49DQ	72.25	20
DCG01102018	B07L684Q6Z	72.99	24
